"reference","tax","description","KO","Subject","percent","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","counts_25_CT_Ext_C1_2020","counts_26_CT_Ext_C2_2020","counts_27_CT_Ext_C3_2020","counts_28_CT_Ext_C4_2020","counts_41_CT_Ext_I1_2020","counts_42_CT_Ext_I2_2020","counts_43_CT_Ext_I3_2020","counts_44_CT_Ext_I4_2020","counts_M09_CT_Ext_C1_2021","counts_M10_CT_Ext_C2_2021","counts_M11_CT_Ext_C3_2021","counts_M12_CT_Ext_C4_2021","counts_M25_CT_Ext_I1_2021","counts_M26_CT_Ext_I2_2021","counts_M27_CT_Ext_I3_2021","counts_M28_CT_Ext_I4_2021","counts_M33_CT_Ext_C1_2022","counts_M34_CT_Ext_C2_2022","counts_M35_CT_Ext_C3_2022","counts_M36_CT_Ext_C4_2022","counts_M37_CT_Ext_I1_2022","counts_M38_CT_Ext_I2_2022","counts_M39_CT_Ext_I3_2022","counts_M40_CT_Ext_I4_2022"
"k87_3268877_2","COG1409@1|root,COG1409@2|Bacteria,2HKQQ@201174|Actinobacteria,4FM22@85023|Microbacteriaceae","Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes","ko:K03651","PGPT0021595_317",90,80,8,0,4,243,4,83,4e-36,155.2,8,6,0,12,4,16,4,11,14,15,13,10,18,9,6,14,14,7,6,16,12,19,10,10
"k87_3268925_1","COG0174@1|root,COG0174@2|Bacteria,2GJ2I@201174|Actinobacteria,4DNNP@85009|Propionibacteriales","glutamine synthetase","ko:K01915","PGPT0000645_7701",98.2,57,1,0,1,171,1,57,4.2e-24,114.8,19,13,15,25,17,18,25,18,13,18,28,19,16,17,25,27,17,14,19,15,19,21,14,25
"k87_3269160_1","COG0839@1|root,COG0839@2|Bacteria,1MWJV@1224|Proteobacteria,2UPN8@28211|Alphaproteobacteria,4BAY1@82115|Rhizobiaceae","Belongs to the complex I subunit 6 family","ko:K00339","PGPT0026835_3036",92.8,166,12,0,1,498,1,166,1.3e-70,270.8,23,20,9,9,11,22,18,20,15,31,15,20,5,16,21,12,23,20,28,12,43,34,26,20
"k87_3269160_2","COG0713@1|root,COG0713@2|Bacteria,1RH0S@1224|Proteobacteria,2USHW@28211|Alphaproteobacteria,4BFGN@82115|Rhizobiaceae","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","ko:K00340","PGPT0026840_1927",96,75,3,0,1,225,1,75,8.2e-28,127.5,7,6,2,4,15,8,4,6,8,12,13,5,12,10,7,4,6,9,6,12,17,6,15,13
"k87_3271439_5","COG0366@1|root,COG0366@2|Bacteria,1MVKX@1224|Proteobacteria,1RMSH@1236|Gammaproteobacteria,1X50G@135614|Xanthomonadales","alpha-glucosidase","ko:K01187","PGPT0018560_2884",90.6,595,55,1,1,1782,1,595,0,1152.1,112,77,67,81,153,155,112,104,123,118,93,81,91,106,112,121,94,636,137,119,139,127,110,124
"k87_3271439_6","COG1629@1|root,COG1629@2|Bacteria","transport","ko:K02014","PGPT0003790_2970",99.1,935,8,0,1,2805,1,935,0,1864,114,82,94,98,134,124,93,117,76,98,100,76,86,104,100,109,48,884,92,80,116,89,102,138
"k87_3271813_3","COG0625@1|root,COG0625@2|Bacteria,1MUN3@1224|Proteobacteria,2TTVR@28211|Alphaproteobacteria,1JSIS@119045|Methylobacteriaceae","PFAM Glutathione S-transferase","ko:K11209","PGPT0013045_1427",100,149,0,0,1,447,87,235,1.8e-82,310.1,34,23,18,22,34,22,26,29,22,30,32,19,38,24,24,23,38,35,37,31,29,26,26,34
"k87_3272337_3","COG0625@1|root,COG0625@2|Bacteria,1MXM4@1224|Proteobacteria,2TTXD@28211|Alphaproteobacteria,4B7MB@82115|Rhizobiaceae","Glutathione S-transferase","ko:K00799","PGPT0013170_5210",91.6,154,13,0,1,462,77,230,1.8e-77,293.5,12,6,7,4,30,6,6,4,3,10,4,12,8,6,12,8,12,7,9,11,14,12,14,12
"k87_3273555_1","COG1175@1|root,COG1175@2|Bacteria,1MWB7@1224|Proteobacteria,2TUAN@28211|Alphaproteobacteria,4B76N@82115|Rhizobiaceae","ABC transporter permease","ko:K02025","PGPT0016535_4142",93.5,62,4,0,1,186,13,74,3.7e-26,121.7,0,2,2,8,2,2,4,6,8,10,4,4,2,4,2,2,1,8,4,1,6,0,2,2
"k87_3273555_2","COG1653@1|root,COG1653@2|Bacteria,1MU64@1224|Proteobacteria,2TTUB@28211|Alphaproteobacteria,4BACX@82115|Rhizobiaceae","ABC transporter substrate-binding protein","ko:K02027","PGPT0016545_5169",94.7,300,16,0,1,900,139,438,1.1e-168,597.4,31,36,15,26,14,20,24,18,38,39,38,20,23,28,22,22,36,20,30,40,24,20,35,43
"k87_3273555_3","COG1653@1|root,COG1653@2|Bacteria,1MU64@1224|Proteobacteria,2TTUB@28211|Alphaproteobacteria,4BACX@82115|Rhizobiaceae","ABC transporter substrate-binding protein","ko:K02027","PGPT0016545_5169",100,29,0,0,1,87,85,113,1.4e-10,68.9,0,2,0,0,0,2,2,2,0,2,3,2,0,2,0,0,0,4,2,0,0,2,3,6
"k87_3274158_1","COG0231@1|root,COG0231@2|Bacteria,1MW2J@1224|Proteobacteria,2VH4A@28216|Betaproteobacteria,1KJ5K@119065|unclassified Burkholderiales","Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase","ko:K02356","PGPT0016205_4895",94.9,79,4,0,1,237,1,79,8.6e-36,154.1,36,24,17,23,24,10,19,11,32,30,26,29,23,18,33,29,15,20,30,20,17,22,31,12
"k87_3274424_1","COG0583@1|root,COG0583@2|Bacteria,1MVA1@1224|Proteobacteria,2VIBJ@28216|Betaproteobacteria,2KQGB@206351|Neisseriales","LysR substrate binding domain protein","ko:K04761","PGPT0012965_1668",97.6,41,1,0,1,123,1,41,2.8e-14,81.6,2,11,5,0,2,2,8,4,4,8,0,12,6,4,2,11,3,9,2,4,2,4,6,4
"k87_3275844_2","COG1177@1|root,COG1177@2|Bacteria,2GJ6Q@201174|Actinobacteria","ABC-type spermidine putrescine transport system, permease component II","ko:K11070","PGPT0007830_1543",90.1,152,15,0,160,615,115,266,5.3e-69,265.8,34,22,20,28,48,33,40,30,36,17,22,31,29,16,30,30,23,27,39,28,21,44,20,42
"k87_3276365_1","COG0483@1|root,COG0483@2|Bacteria,1MUQT@1224|Proteobacteria,2TR06@28211|Alphaproteobacteria,4B8R5@82115|Rhizobiaceae","Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family","ko:K01092","PGPT0018535_4594",100,36,0,0,1,108,1,36,1.7e-10,68.9,2,3,0,4,8,4,6,4,4,4,0,2,2,0,2,2,9,3,6,4,6,6,8,4
"k87_3277833_1","COG1012@1|root,COG1012@2|Bacteria,2GIWZ@201174|Actinobacteria","Belongs to the aldehyde dehydrogenase family","ko:K00135","PGPT0001580_6121",90.4,344,33,0,1,1032,118,461,3.5e-182,642.5,70,66,56,41,106,94,87,78,66,95,76,38,65,55,44,73,58,53,58,74,75,97,96,98
"k87_3278427_1","COG1502@1|root,COG1502@2|Bacteria,2GM0P@201174|Actinobacteria,1W7GH@1268|Micrococcaceae","Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol","ko:K06131","PGPT0007725_1237",94.6,147,8,0,1,441,345,491,1.3e-72,277.3,18,11,14,6,22,8,10,8,6,16,12,10,14,15,0,12,20,16,16,26,13,18,8,24
"k87_3279440_1","COG0135@1|root,COG0135@2|Bacteria,1V6Y0@1239|Firmicutes,4HGCY@91061|Bacilli,3WG4A@539002|Bacillales incertae sedis","N-(5'phosphoribosyl)anthranilate (PRA) isomerase","ko:K01817","PGPT0007115_2270",97.4,39,1,0,7,123,2,40,1.7e-14,82.4,8,7,8,2,4,0,2,8,0,2,2,3,2,2,2,6,0,11,2,2,6,10,9,8
"k87_3281978_1","COG5375@1|root,COG5375@2|Bacteria,1R4YG@1224|Proteobacteria,2TUTA@28211|Alphaproteobacteria,43JNW@69277|Phyllobacteriaceae","Lipopolysaccharide-assembly, LptC-related","ko:K11719","PGPT0023299_93",91.4,209,18,0,1,627,36,244,8.6e-99,364.8,6,2,0,6,14,6,4,4,12,14,10,3,2,6,4,2,4,8,8,14,10,8,14,10
"k87_3282002_1","COG1329@1|root,COG1329@2|Bacteria,2GKSU@201174|Actinobacteria,4DN6V@85009|Propionibacteriales","CarD-like/TRCF domain","ko:K07736","PGPT0014830_1179",95.7,161,7,0,1,483,1,161,2e-79,300.1,57,47,46,33,46,45,48,61,38,51,54,51,43,31,46,57,51,28,42,50,63,77,60,61
"k87_3282075_2","COG0479@1|root,COG0479@2|Bacteria,2GP9C@201174|Actinobacteria,2356C@1762|Mycobacteriaceae","fumarate reductase","ko:K00240","PGPT0001600_2357",91.7,169,14,0,1,507,1,169,5.9e-90,335.1,25,37,38,21,31,43,44,42,21,31,26,36,24,37,31,32,16,32,34,42,38,30,40,35
"k87_3282711_1","COG2272@1|root,COG2272@2|Bacteria,2GJCN@201174|Actinobacteria","Belongs to the type-B carboxylesterase lipase family","ko:K03929","PGPT0030515_551",92.9,42,3,0,1,126,137,178,1.5e-15,86.3,8,4,0,0,0,2,2,6,2,2,6,2,2,2,6,2,2,0,4,2,8,0,8,6
"k87_3283168_1","COG1521@1|root,COG1521@2|Bacteria,1MUYA@1224|Proteobacteria,2VK1G@28216|Betaproteobacteria,4A9TD@80864|Comamonadaceae","Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis","ko:K01947,ko:K03525","PGPT0008780_1012",97.9,193,4,0,34,612,1,193,2.7e-105,386.3,34,24,14,22,38,26,19,30,22,35,31,8,16,30,22,29,28,19,34,22,20,42,26,43
"k87_3284530_2","COG0236@1|root,COG0236@2|Bacteria,2IQ43@201174|Actinobacteria,4FPIS@85023|Microbacteriaceae","Carrier of the growing fatty acid chain in fatty acid biosynthesis","ko:K02078","PGPT0011375_3912",100,81,0,0,1,243,1,81,4.5e-35,151.8,12,16,15,15,12,16,20,13,17,24,19,6,33,27,12,20,16,22,27,28,24,24,18,14
"k87_3284530_3","COG0332@1|root,COG0332@2|Bacteria,2GJP8@201174|Actinobacteria,4FKXT@85023|Microbacteriaceae","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids","ko:K00648,ko:K11608","PGPT0008355_2831",93.1,334,23,0,25,1026,1,334,3e-173,612.8,43,60,56,38,80,94,55,84,58,61,50,50,64,37,42,65,30,48,52,88,59,59,66,80
"k87_3284596_1","COG0229@1|root,COG0229@2|Bacteria,1RGWC@1224|Proteobacteria,2U5Q0@28211|Alphaproteobacteria,4BB0M@82115|Rhizobiaceae","methionine sulfoxide reductase","ko:K07305","PGPT0013070_2543",91.1,56,5,0,1,168,92,147,1.3e-22,109.8,4,5,2,0,6,0,9,6,4,2,1,0,2,4,8,0,7,5,2,0,2,5,6,4
"k87_3284596_2","COG0225@1|root,COG0225@2|Bacteria,1MVUS@1224|Proteobacteria,2TSAM@28211|Alphaproteobacteria,4B9SN@82115|Rhizobiaceae","Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine","ko:K07304","PGPT0013065_5907",92.9,168,12,0,1,504,1,168,2.2e-92,343.2,20,14,11,4,26,22,13,8,15,21,9,8,12,19,24,24,16,18,14,16,38,26,26,28
"k87_3284762_2","COG3682@1|root,COG3682@2|Bacteria,1N6IF@1224|Proteobacteria,1T0R8@1236|Gammaproteobacteria,1XD1A@135614|Xanthomonadales","Penicillinase repressor","-","PGPT0028105_768",99.2,123,1,0,1,369,1,123,2.9e-62,242.7,16,8,4,10,17,16,6,12,6,8,18,4,10,15,10,2,21,132,4,8,16,12,20,26
"k87_3284762_3","COG4219@1|root,COG4219@2|Bacteria,1R3YH@1224|Proteobacteria,1RX87@1236|Gammaproteobacteria,1X5U4@135614|Xanthomonadales","Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins","-","PGPT0028100_753",90.9,394,36,0,1,1182,1,394,1.8e-198,696.8,34,34,18,8,36,40,18,36,20,38,34,38,26,22,16,24,20,354,40,32,36,44,28,42
"k87_3284762_4","COG4148@1|root,COG4148@2|Bacteria,1MU8K@1224|Proteobacteria,1RQCV@1236|Gammaproteobacteria,1X4QA@135614|Xanthomonadales","Part of the ABC transporter complex ModABC involved in molybdenum import. Responsible for energy coupling to the transport system","ko:K02017","PGPT0008445_2914",93.8,225,14,0,1,675,1,225,1.1e-115,421,24,22,16,21,32,28,34,26,40,28,16,32,22,24,26,30,16,246,29,22,28,22,36,28
"k87_3284762_5","COG4149@1|root,COG4149@2|Bacteria,1MUXR@1224|Proteobacteria,1RRDV@1236|Gammaproteobacteria,1X5DM@135614|Xanthomonadales","abc transporter, permease","ko:K02018","PGPT0008440_1602",98.7,230,3,0,1,690,1,230,1.8e-118,430.3,51,20,14,21,50,46,34,30,37,35,36,27,38,28,24,32,17,254,46,49,38,34,44,51
"k87_3286161_1","COG1250@1|root,COG1250@2|Bacteria,2GPFP@201174|Actinobacteria","3-hydroxyacyl-CoA dehydrogenase","ko:K00074","PGPT0006075_807",92.3,52,4,0,1,156,1,52,3.7e-17,92,28,21,14,26,58,42,36,46,15,25,18,16,13,16,19,13,202,279,1542,1244,1459,1381,1321,1413
"k87_3287587_1","COG0050@1|root,COG0050@2|Bacteria,1MVC0@1224|Proteobacteria,2TQP8@28211|Alphaproteobacteria,3JRYZ@41294|Bradyrhizobiaceae","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis","ko:K02358","PGPT0015245_2564",100,45,0,0,1,135,352,396,1.5e-16,89.4,29,19,12,15,31,21,15,8,20,16,10,15,20,20,16,9,37,20,31,20,23,22,15,23
"k87_3288000_5","COG0443@1|root,COG0443@2|Bacteria,1MVEN@1224|Proteobacteria,2TR5H@28211|Alphaproteobacteria,3JQXK@41294|Bradyrhizobiaceae","Heat shock 70 kDa protein","ko:K04043","PGPT0014555_3971",93.7,445,28,0,1,1335,1,445,1.3e-234,817,299,272,206,253,377,299,310,284,267,303,260,276,214,265,248,225,264,280,224,283,300,217,246,294
"k87_3288597_3","COG0320@1|root,COG0320@2|Bacteria,2GKD4@201174|Actinobacteria,4FKEH@85023|Microbacteriaceae","Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives","ko:K03644","PGPT0003935_1638",91.3,103,9,0,31,339,5,107,5e-53,211.8,32,20,18,24,12,17,35,23,14,10,14,15,9,27,29,11,17,7,33,22,24,18,23,18
"k87_3289095_2","COG1063@1|root,COG1063@2|Bacteria,1MV9A@1224|Proteobacteria,2TSWA@28211|Alphaproteobacteria,4BB7Z@82115|Rhizobiaceae","Catalyzes the NAD( )-dependent oxidation of L-threonine to 2-amino-3-ketobutyrate","ko:K00060","PGPT0020460_398",97.7,88,2,0,1,264,257,344,3e-45,185.7,36,31,19,22,36,25,24,22,22,33,24,14,28,31,21,30,27,24,22,28,30,22,32,29
"k87_3289177_2","COG0745@1|root,COG0745@2|Bacteria,2GKYV@201174|Actinobacteria,4DXAB@85010|Pseudonocardiales","Transcriptional regulatory protein, C terminal","ko:K18352","PGPT0028465_40",91.5,82,7,0,1,246,1,82,2e-35,152.9,102,134,51,79,142,141,116,99,88,85,82,120,71,77,91,90,87,70,124,86,108,88,76,81
"k87_3289602_1","COG0377@1|root,COG0377@2|Bacteria,2GJXR@201174|Actinobacteria","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","ko:K00331","PGPT0026785_1380",91.4,162,14,0,1,486,23,184,6.9e-80,301.6,27,19,20,17,24,21,18,31,25,16,28,21,18,14,21,14,14,21,38,26,29,38,29,32
"k87_3289602_2","COG0852@1|root,COG0852@2|Bacteria,2GIRH@201174|Actinobacteria","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","ko:K00332","PGPT0026790_476",94.6,240,13,0,28,747,12,251,3e-135,486.1,43,48,38,40,50,58,55,57,55,42,25,36,43,38,34,32,54,31,68,62,54,55,56,73
"k87_3289602_3","COG0649@1|root,COG0649@2|Bacteria,2GKEZ@201174|Actinobacteria","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","ko:K00333","PGPT0026805_313",94.9,333,17,0,1,999,1,333,5.4e-188,661.8,83,76,97,73,116,98,109,120,68,90,87,90,54,88,94,87,82,78,95,140,99,129,134,132
"k87_3289623_1","COG0436@1|root,COG0436@2|Bacteria,46S4M@74201|Verrucomicrobia,2ITV6@203494|Verrucomicrobiae","DegT/DnrJ/EryC1/StrS aminotransferase family","ko:K00812","PGPT0020110_4032",94.3,70,4,0,1,210,1,70,2.4e-29,132.5,3,8,6,5,8,10,4,6,12,10,19,8,12,10,13,8,10,2,8,14,10,8,10,8
"k87_3290238_3","COG0395@1|root,COG0395@2|Bacteria,2GP4M@201174|Actinobacteria","PFAM binding-protein-dependent transport systems inner membrane component","ko:K02026","PGPT0016540_5227",90.4,282,27,0,7,852,1,282,1.9e-141,506.9,27,29,22,41,52,42,38,63,32,28,15,16,30,28,8,14,38,42,42,40,56,30,56,52
"k87_3292265_4","COG2072@1|root,COG2072@2|Bacteria,1MWPJ@1224|Proteobacteria,2TT05@28211|Alphaproteobacteria","Flavoprotein involved in K transport","ko:K07222","PGPT0013865_133",91.2,68,6,0,1,204,537,604,1.9e-31,139.4,13,7,4,7,18,16,13,2,6,3,3,2,4,6,18,12,12,9,17,10,6,8,12,14
"k87_3294847_2","COG2303@1|root,COG2303@2|Bacteria,1MV19@1224|Proteobacteria,2TQKQ@28211|Alphaproteobacteria,4BB5Z@82115|Rhizobiaceae","Belongs to the GMC oxidoreductase family","ko:K00108","PGPT0013615_3141",98.8,80,1,0,1,240,1,80,3.2e-38,162.2,0,0,4,6,0,2,0,4,0,6,2,0,6,0,0,2,0,8,8,0,4,10,0,2
"k87_3294969_1","COG1219@1|root,COG1219@2|Bacteria,3J0AM@40117|Nitrospirae","ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP","ko:K03544","PGPT0014600_4126",95.6,160,7,0,1,480,1,160,5.9e-84,315.1,8,9,8,10,4,0,8,16,12,8,6,10,6,4,0,2,1,4,2,8,4,4,8,6
"k87_3294969_2","COG0740@1|root,COG0740@2|Bacteria,3J0A3@40117|Nitrospirae","Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins","ko:K01358","PGPT0014595_4011",91.5,211,18,0,1,633,1,211,4.3e-106,389,8,18,9,7,12,8,12,14,9,10,9,16,8,9,10,9,13,8,24,6,17,12,9,12
"k87_3296114_2","COG0516@1|root,COG0517@1|root,COG0516@2|Bacteria,COG0517@2|Bacteria,3J0A1@40117|Nitrospirae","Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth","ko:K00088","PGPT0021445_3383",90.2,488,48,0,1,1464,1,488,4.1e-253,878.6,51,45,36,37,76,51,45,40,40,67,59,45,47,50,56,44,49,12,24,42,49,54,31,64
"k87_3296114_3","COG0518@1|root,COG0519@1|root,COG0518@2|Bacteria,COG0519@2|Bacteria,3J0A2@40117|Nitrospirae","Catalyzes the synthesis of GMP from XMP","ko:K01951","PGPT0021580_3291",90.5,518,49,0,1,1554,1,518,1.8e-278,963,32,51,34,46,65,42,60,55,46,56,47,24,47,24,41,41,34,22,46,30,34,26,41,44
"k87_3296752_4","COG2239@1|root,COG2239@2|Bacteria","Acts as a magnesium transporter","ko:K06213","PGPT0013995_3454",92.6,445,33,0,94,1428,1,445,4.4e-183,646,23,28,5,20,24,19,14,16,20,24,29,13,26,12,16,12,20,12,18,20,16,32,22,22
"k87_3299317_2","COG0473@1|root,COG0473@2|Bacteria,1MUH4@1224|Proteobacteria,2TQKG@28211|Alphaproteobacteria,1JRE3@119045|Methylobacteriaceae","Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate","ko:K00052","PGPT0001441_902",92.5,80,6,0,1,240,1,80,2e-35,152.9,16,13,7,12,30,12,15,18,11,21,19,12,14,21,13,27,17,13,10,16,26,30,12,16
"k87_3300435_1","COG0552@1|root,COG0552@2|Bacteria,2GJQH@201174|Actinobacteria","Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)","ko:K03110","PGPT0025740_2241",100,85,0,0,1,255,319,403,5.3e-39,164.9,21,19,27,34,33,34,32,47,19,16,29,23,29,27,19,22,30,20,50,32,22,40,33,47
"k87_3301080_1","COG0614@1|root,COG0614@2|Bacteria,2GWCP@201174|Actinobacteria","ABC-type Fe3 -hydroxamate transport system, periplasmic component","ko:K02016","PGPT0003765_3391",92,138,11,0,37,450,1,138,1.1e-63,247.7,18,21,20,15,33,26,20,28,14,22,24,26,12,12,32,10,21,21,20,22,22,12,22,40
"k87_3301080_3","COG0119@1|root,COG0119@2|Bacteria,2GKTP@201174|Actinobacteria","Hydroxymethylglutaryl-CoA lyase","ko:K01640","PGPT0008315_1470",93.1,159,11,0,1,477,154,312,2.5e-82,309.7,32,29,17,18,37,36,55,41,43,27,32,15,35,37,21,21,36,32,38,46,42,41,35,53
"k87_3301902_3","COG0177@1|root,COG0177@2|Bacteria,2GJ01@201174|Actinobacteria,236ET@1762|Mycobacteriaceae","DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate","ko:K10773","PGPT0013735_1049",91.6,226,19,0,1,678,40,265,1.2e-119,434.1,22,14,18,44,41,41,34,35,20,24,34,23,40,23,24,20,23,32,41,56,33,13,30,50
"k87_3301902_5","COG0664@1|root,COG0664@2|Bacteria,2GMPN@201174|Actinobacteria,235SN@1762|Mycobacteriaceae","COG0664 cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases","ko:K10914","PGPT0015075_353",99.6,224,1,0,1,672,35,258,7.2e-120,434.9,31,29,20,25,56,60,42,25,33,32,45,33,51,43,44,22,37,40,32,36,54,38,18,41
"k87_3302067_1","COG0542@1|root,COG0542@2|Bacteria,1MURH@1224|Proteobacteria,1RN55@1236|Gammaproteobacteria,1X499@135614|Xanthomonadales","Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE","ko:K03696","PGPT0014585_40",97.3,1042,28,0,1,3126,75,1116,0,1974.5,156,149,129,124,248,122,162,159,148,163,174,119,172,130,166,152,103,836,168,176,179,182,176,204
"k87_3302067_2","COG0376@1|root,COG0376@2|Bacteria,1MUBF@1224|Proteobacteria,1RNA5@1236|Gammaproteobacteria,1X4PG@135614|Xanthomonadales","Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity","ko:K03782","PGPT0013165_1819",97.7,726,17,0,1,2178,1,726,0,1459.1,295,266,229,228,336,293,277,350,343,338,319,297,280,221,273,264,325,920,324,312,372,289,350,328
"k87_3302067_4","COG1188@1|root,COG1188@2|Bacteria,1MZR6@1224|Proteobacteria,1S8VU@1236|Gammaproteobacteria,1X70E@135614|Xanthomonadales","Belongs to the HSP15 family","ko:K04762","PGPT0014620_199",95,139,6,1,1,414,7,145,2.3e-63,246.5,18,18,13,12,10,16,12,16,6,20,18,14,19,10,12,20,17,123,26,15,18,22,22,30
"k87_3304216_1","COG1077@1|root,COG1077@2|Bacteria,2GMD1@201174|Actinobacteria,4CMUQ@84992|Acidimicrobiia","Cell division protein FtsA","ko:K03569","PGPT0027700_3672",99.3,143,1,0,1,429,1,143,5.2e-71,271.9,34,37,16,33,46,45,39,38,37,28,34,35,32,30,35,26,22,16,26,21,29,36,34,22
