reference	Subject	percent	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
k87_2888187_31	PGPT0018780_447	99.4	340	2	0	1	1020	1	340	8.50E-189	664.5
k87_2888187_32	PGPT0004085_895	91.3	241	21	0	1	723	5	245	4.50E-115	419.1
k87_2888311_2	PGPT0004035_2947	94.7	76	4	0	1	228	128	203	1.50E-32	143.3
k87_2889727_1	PGPT0014810_3803	97	166	5	0	1	498	1	166	4.70E-84	315.5
k87_2889727_2	PGPT0024125_1345	90.5	442	42	0	19	1344	23	464	8.50E-229	797.7
k87_2889881_2	PGPT0001690_138	100	63	0	0	191	3	374	436	2.40E-28	129
k87_2890601_1	PGPT0013070_1142	99.4	168	1	0	4	507	1	168	1.60E-95	353.6
k87_2890855_1	PGPT0000645_3501	100	265	0	0	1	795	1	265	7.60E-153	544.7
k87_2890855_2	PGPT0024165_3589	100	268	0	0	1	804	1	268	1.70E-139	500.4
k87_2890954_1	PGPT0020765_6192	96.9	357	11	0	1	1071	1	357	4.40E-196	688.7
k87_2892661_3	PGPT0002655_1774	92	363	29	0	1	1089	1	363	1.30E-167	594.3
k87_2892789_2	PGPT0023720_192	90.1	618	60	1	1	1851	50	667	0.00E+00	1113.2
k87_2893598_1	PGPT0019160_652	98.1	265	5	0	1	795	35	299	7.60E-161	571.2
k87_2893655_1	PGPT0001605_1724	95.6	68	3	0	1	204	543	610	7.80E-33	144.1
k87_2893655_3	PGPT0001600_1214	95.8	96	4	0	1	288	1	96	3.40E-50	202.2
k87_2893983_1	PGPT0013615_1340	97.5	275	7	0	43	867	293	567	7.30E-157	558.1
k87_2893983_2	PGPT0002625_360	92.5	40	3	0	1	120	421	460	1.10E-13	79.7
k87_2894837_1	PGPT0008625_523	90.7	204	19	0	1	612	1	204	1.30E-104	384
k87_2894981_1	PGPT0020270_294	93.3	149	10	0	7	453	2	150	1.60E-75	287
k87_2895027_2	PGPT0015740_973	92.1	366	29	0	1	1098	1	366	1.50E-191	673.7
k87_2896487_1	PGPT0021560_3191	98	441	9	0	1	1323	103	543	2.10E-248	862.8
k87_2896651_1	PGPT0016310_5661	93.3	270	18	0	4	813	84	353	2.90E-139	499.6
k87_2896651_2	PGPT0016545_5378	95.9	437	18	0	1	1311	1	437	2.90E-250	869
k87_2896907_1	PGPT0015875_1722	93.5	341	22	0	1	1023	7	347	6.10E-179	631.7
k87_2898266_2	PGPT0001650_85	94	463	28	0	1	1389	66	528	1.70E-248	863.2
k87_2898634_1	PGPT0008090_2359	100	71	0	0	1	213	42	112	1.20E-33	146.7
k87_2898756_2	PGPT0017620_982	100	159	0	0	1	477	108	266	4.90E-86	322
k87_2899336_3	PGPT0014770_135	93	372	23	1	1	1107	1	372	6.60E-187	658.3
k87_2900104_1	PGPT0014555_2984	96.5	142	5	0	1	426	1	142	2.30E-71	273.1
k87_2902476_2	PGPT0014040_2950	92.5	159	12	0	1	477	266	424	5.60E-74	282
k87_2902611_1	PGPT0012305_1	98	300	6	0	1	900	1083	1382	2.00E-165	586.6
k87_2902611_2	PGPT0012305_1	94.6	93	5	0	1	279	1394	1486	1.30E-43	180.3
k87_2903188_1	PGPT0020800_11515	91.3	150	13	0	1	450	1	150	3.90E-69	265.8
k87_2903570_3	PGPT0026830_2376	96	125	5	0	1	375	1	125	1.20E-44	184.1
k87_2903587_1	PGPT0004205_411	93.8	48	3	0	1	144	27	74	4.10E-20	101.3
k87_2903587_2	PGPT0004205_469	90.2	214	21	0	1	642	116	329	2.70E-100	369.8
k87_2905194_1	PGPT0008385_2657	95.1	41	2	0	1	123	372	412	1.70E-14	82.4
k87_2905564_1	PGPT0008185_9035	96.7	90	3	0	1	270	81	170	9.30E-42	174.1
k87_2905668_2	PGPT0014045_299	91	376	28	1	1	1110	1	376	1.70E-195	686.8
k87_2905702_2	PGPT0017725_336	96.6	58	2	0	1	174	442	499	1.90E-24	115.9
k87_2905839_2	PGPT0015600_567	95.1	183	9	0	1	549	1	183	3.70E-90	335.9
k87_2906008_2	PGPT0006725_26104	98.9	94	1	0	1	282	1	94	1.00E-43	180.6
k87_2907065_1	PGPT0021985_9	90	80	8	0	1	240	290	369	3.30E-38	162.2
k87_2910196_2	PGPT0027700_1693	94	67	4	0	1	201	1	67	1.10E-26	123.6
k87_2911103_2	PGPT0001441_665	96.8	186	6	0	1	558	1	186	7.60E-99	364.8
k87_2911538_4	PGPT0014675_4692	91.3	69	6	0	1	207	1	69	2.40E-29	132.5
k87_2912308_2	PGPT0000645_3768	92.4	198	15	0	1	594	1	198	2.10E-107	393.3
k87_2912943_1	PGPT0023960_34	99.7	347	1	0	1	1041	273	619	2.40E-194	682.9
k87_2913871_2	PGPT0014915_1524	99.4	172	1	0	1	516	802	973	1.40E-91	340.5
k87_2914134_1	PGPT0026710_160	94.6	56	3	0	1	168	1	56	8.30E-19	97.4
k87_2914134_2	PGPT0026745_131	99.7	382	1	0	1	1146	12	393	5.20E-227	791.6
k87_2914206_3	PGPT0015540_451	92.4	170	13	0	1	510	1	170	8.80E-86	321.2
k87_2914403_2	PGPT0008885_686	94.7	209	11	0	1	627	1	209	1.20E-116	424.1
k87_2914602_1	PGPT0017535_3191	91.1	359	32	0	1	1077	16	374	6.00E-193	678.3
k87_2915707_1	PGPT0029140_94	98.3	59	1	0	1	177	1	59	2.50E-24	115.5
k87_2915707_2	PGPT0029130_150	98	305	6	0	1	915	62	366	7.00E-118	428.7
k87_2915917_1	PGPT0003765_6468	92.5	93	7	0	1	279	1	93	7.30E-42	174.5
k87_2916663_1	PGPT0003725_2287	99.6	266	1	0	1	798	80	345	1.50E-148	530.4
k87_2916663_2	PGPT0003730_2631	98.1	206	4	0	58	675	1	206	1.60E-103	380.6
k87_2920927_2	PGPT0023297_1114	94.2	137	8	0	1	411	1	137	7.60E-64	248.1
k87_2921074_3	PGPT0016535_5411	91.9	272	22	0	25	840	1	272	2.00E-135	486.9
k87_2921078_1	PGPT0022155_3958	94.2	532	31	0	4	1599	31	562	1.30E-279	966.8
k87_2921269_1	PGPT0004435_2360	91.3	309	27	0	1	927	1	309	1.80E-153	547
k87_2921269_2	PGPT0004450_11911	100	49	0	0	1	147	235	283	1.10E-20	103.2
k87_2921301_2	PGPT0014455_457	93.1	231	16	0	1	693	1	231	1.10E-118	431
k87_2922099_4	PGPT0000645_3337	91.3	207	18	0	1	621	262	468	5.20E-112	408.7
k87_2922536_1	PGPT0002410_1113	99.3	277	2	0	61	891	106	382	1.30E-161	573.9
k87_2922536_2	PGPT0002780_1699	98.5	195	3	0	1	585	1	195	7.90E-107	391.3
k87_2922670_1	PGPT0024830_223	98.8	83	1	0	1	249	1	83	2.70E-40	169.1
k87_2922670_2	PGPT0020030_4135	99.2	125	1	0	1	375	1	125	7.80E-63	244.6
k87_2922891_1	PGPT0025725_1633	93.8	96	6	0	1	288	349	444	1.40E-43	180.3
k87_2923536_3	PGPT0002700_1278	94.6	112	6	0	4	339	236	347	8.80E-53	211.1
k87_2923713_2	PGPT0016455_171	96.4	281	10	0	34	876	1	281	4.10E-131	472.6
k87_2923713_3	PGPT0016450_192	95.3	129	6	0	1	387	197	325	8.90E-62	241.1
k87_2924500_1	PGPT0016545_9063	93.5	336	22	0	1	1008	72	407	1.40E-188	663.7
k87_2925414_1	PGPT0016540_2634	93.7	127	8	0	1	381	1	127	2.50E-61	239.6
k87_2925414_2	PGPT0016535_3339	97.1	242	7	0	1	726	71	312	5.80E-131	471.9
k87_2925765_1	PGPT0013345_6994	90.2	61	6	0	1	183	176	236	6.30E-21	104.4
k87_2926981_3	PGPT0020070_2174	93.8	211	13	0	1	633	1	211	7.50E-103	378.3
k87_2929056_4	PGPT0004625_1091	92.1	152	12	0	1	456	100	251	2.00E-74	283.5
k87_2929403_1	PGPT0013240_581	90	160	16	0	1	480	1	160	2.60E-79	299.7
k87_2930831_2	PGPT0014575_153	96.8	124	4	0	1	372	1	124	5.10E-59	231.9
k87_2931642_3	PGPT0007845_1948	91.3	253	22	0	1	759	20	272	2.00E-126	456.8
k87_2932688_2	PGPT0003655_2699	91.4	327	28	0	25	1005	4	330	9.70E-161	571.2
k87_2932790_1	PGPT0017630_4940	96.7	395	13	0	1	1185	173	567	2.40E-211	739.6
k87_2933292_1	PGPT0001420_1774	91.4	406	35	0	1	1218	156	561	2.00E-208	729.9
k87_2933305_1	PGPT0021145_2917	93.2	354	24	0	4	1065	35	388	5.80E-180	635.2
k87_2934306_3	PGPT0006110_498	90.2	255	25	0	1	765	1	255	1.50E-129	467.2
k87_2934396_1	PGPT0002130_48	93.9	293	18	0	1	879	1	293	4.00E-163	578.9
k87_2935963_2	PGPT0020344_264	91.9	148	12	0	88	531	8	155	1.50E-72	277.3
k87_2936325_1	PGPT0001175_767	90.1	81	8	0	1	243	1	81	6.80E-36	154.5
k87_2936872_4	PGPT0007235_2993	94.7	75	4	0	1	225	275	349	2.30E-33	146
k87_2937009_1	PGPT0009180_1197	91.6	107	9	0	1	321	1	107	2.80E-45	186
k87_2937567_1	PGPT0003205_1020	100	32	0	0	1	96	280	311	1.10E-11	72.8
k87_2938319_1	PGPT0014555_4553	95.9	49	2	0	1	147	1	49	8.60E-18	93.6
k87_2939653_3	PGPT0014303_3191	91.4	93	8	0	28	306	1	93	3.20E-43	179.1
k87_2940133_2	PGPT0014500_351	90.3	248	24	0	1	744	241	488	1.20E-123	447.6
k87_2943171_2	PGPT0004020_1069	90.6	117	11	0	151	501	1	117	1.20E-53	214.5
k87_2944054_1	PGPT0002570_404	90.9	77	7	0	231	1	201	277	1.20E-32	143.7
k87_2944346_1	PGPT0018170_958	90	60	6	0	1	180	229	288	9.00E-25	117.1
k87_2944657_4	PGPT0020770_2894	90.4	52	5	0	1	156	255	306	2.20E-17	92.4
k87_2944935_2	PGPT0014915_1394	94	84	5	0	10	261	3	86	3.30E-36	155.6
k87_2945563_1	PGPT0016025_2684	90.1	152	14	1	1	453	247	398	2.80E-67	259.6
k87_2945563_9	PGPT0014350_1596	99	99	1	0	1	297	1	99	2.10E-47	193
k87_2945571_1	PGPT0008385_2654	94.6	335	18	0	1	1005	79	413	8.70E-186	654.4
k87_2947483_1	PGPT0014560_52	94.9	195	10	0	412	996	149	343	4.80E-96	356.3
k87_2947952_2	PGPT0025560_699	90.7	75	7	0	1	225	1	75	2.10E-30	136.3
k87_2948210_3	PGPT0014675_5231	97.1	35	1	0	1	105	1	35	7.80E-13	76.6
k87_2948247_3	PGPT0002360_380	90.3	103	10	0	1	309	1	103	3.40E-48	195.7
k87_2949599_1	PGPT0023720_1770	98.3	344	6	0	1	1032	1	344	3.50E-182	642.5
k87_2949962_1	PGPT0016310_5512	92.8	69	5	0	1	207	1	69	2.80E-30	135.6
k87_2949962_3	PGPT0016535_5411	96.2	184	7	0	1	552	121	304	1.10E-92	344.4
k87_2950032_2	PGPT0001372_1379	92.6	94	7	0	1	282	2	95	1.40E-45	186.8
k87_2951025_1	PGPT0017635_1727	94.8	173	9	0	1	519	164	336	3.10E-86	322.8
k87_2951797_3	PGPT0008861_2267	99.7	357	1	0	1	1071	1	357	1.50E-207	726.9
k87_2951797_4	PGPT0008862_826	100	343	0	0	1	1029	1	343	8.90E-194	681
k87_2954012_2	PGPT0016785_912	90.6	64	6	0	1	192	1	64	8.30E-29	130.6
k87_2954233_2	PGPT0025740_5284	98.2	166	3	0	1	498	125	290	1.50E-85	320.5
k87_2955312_1	PGPT0018325_208	99	196	2	0	1	588	47	242	8.00E-107	391.3
k87_2955312_2	PGPT0017415_135	97.6	337	8	0	1	1011	1	337	8.10E-192	674.5
k87_2955519_1	PGPT0020295_979	93.9	277	17	0	1	831	1	277	1.00E-152	544.3
k87_2955777_3	PGPT0021390_1541	90.2	204	20	0	1	612	1	204	4.40E-100	369
k87_2955862_1	PGPT0028991_193	94.1	271	15	1	1	810	1	271	8.40E-131	471.5
k87_2955862_2	PGPT0000945_1348	96.5	113	4	0	1	339	118	230	1.70E-53	213.4
k87_2956611_1	PGPT0000695_1304	93.3	60	4	0	1	180	365	424	1.50E-24	116.3
k87_2956611_2	PGPT0001580_1874	92.5	322	24	0	22	987	5	326	3.80E-162	575.9
k87_2957698_5	PGPT0013615_2076	90.6	128	12	0	10	393	5	132	8.30E-68	261.2
k87_2958333_2	PGPT0001540_42	92.8	208	15	0	1	624	84	291	2.10E-105	386.7
k87_2961283_2	PGPT0013615_4470	94.4	89	5	0	1	267	8	96	1.60E-41	173.3
k87_2961550_2	PGPT0017350_1428	92.2	243	19	0	1	729	1	243	2.90E-106	389.8
k87_2961834_3	PGPT0015370_495	97.6	250	6	0	1	750	1	250	6.30E-133	478.4
k87_2962167_3	PGPT0018270_464	90.6	192	18	0	1	576	1	192	2.10E-96	356.7
k87_2962261_2	PGPT0021815_2437	94.4	391	22	0	46	1218	1	391	4.50E-213	745.3
k87_2962268_2	PGPT0018213_953	93	257	18	0	1	771	1	257	3.70E-128	462.6
k87_2962490_1	PGPT0004445_10855	96.2	316	12	0	1	948	1	316	5.50E-158	562
k87_2962490_2	PGPT0004430_9019	96.4	140	5	0	1	420	397	536	2.00E-75	286.6
k87_2962535_2	PGPT0009285_490	93.2	74	5	0	1	222	204	277	2.90E-33	145.6
k87_2963966_1	PGPT0016540_6842	98.7	237	3	0	1	711	1	237	4.80E-122	442.2
k87_2963966_2	PGPT0016535_9464	95.2	105	5	0	1	315	176	280	1.80E-49	199.9
k87_2964091_1	PGPT0012875_1456	92.6	285	21	0	1	855	7	291	2.30E-147	526.6
k87_2964705_4	PGPT0002630_2083	93.4	229	11	1	1	675	1	229	9.50E-112	407.9
k87_2964705_5	PGPT0002670_187	97.6	84	2	0	1	252	3	86	5.00E-34	148.3
k87_2965276_4	PGPT0027700_481	90.3	93	9	0	1	279	1	93	2.30E-40	169.5
k87_2967483_1	PGPT0014005_2014	100	121	0	0	1	363	1	121	1.50E-58	230.3
k87_2968355_1	PGPT0002810_3973	92.6	95	7	0	1	285	1	95	2.60E-42	176
k87_2970010_1	PGPT0008065_690	90.3	445	43	0	1	1335	115	559	2.00E-238	829.7
k87_2970351_2	PGPT0024105_2707	100	115	0	0	1	345	246	360	3.20E-55	219.2
k87_2970641_3	PGPT0008320_4328	98.5	336	5	0	1	1008	67	402	1.50E-185	653.7
k87_2971750_1	PGPT0006730_5868	94.1	204	12	0	13	624	1	204	1.40E-98	364
k87_2971750_2	PGPT0006725_12048	90.6	127	12	0	4	384	180	306	5.90E-58	228.4
k87_2972399_1	PGPT0001170_2551	99.8	442	1	0	1	1326	1	442	2.40E-260	902.5
k87_2972399_11	PGPT0003790_21448	94.8	712	37	0	1	2136	1	712	0.00E+00	1387.5
k87_2972399_14	PGPT0020810_5347	97.7	442	10	0	1	1326	1	442	2.20E-229	799.7
k87_2972399_18	PGPT0009810_2807	94.8	463	24	0	1	1389	1	463	4.10E-226	788.9
k87_2972399_19	PGPT0028755_517	97.4	268	7	0	1	804	24	291	3.10E-154	549.3
k87_2972399_28	PGPT0002715_1636	98.6	349	5	0	1	1047	1	349	4.80E-195	685.3
k87_2972427_1	PGPT0023775_1056	98.7	158	2	0	1	474	1	158	5.90E-76	288.5
k87_2973434_1	PGPT0006730_11872	90.9	243	22	0	1	729	1	243	5.10E-119	432.2
k87_2973732_1	PGPT0016330_1182	92.2	281	22	0	1	843	1	281	2.30E-147	526.6
k87_2973772_1	PGPT0030625_4996	93.9	115	7	0	1	345	1	115	9.70E-60	234.2
k87_2973891_1	PGPT0009480_113	99.5	428	2	0	1	1284	143	570	9.50E-246	854
k87_2975522_2	PGPT0021160_1413	94.1	321	19	0	1	963	1	321	2.00E-163	580.1
k87_2975681_1	PGPT0008385_6122	90.4	73	7	0	1	219	316	388	3.90E-30	135.2
k87_2976523_1	PGPT0001150_706	94.2	346	20	0	1	1038	2	347	3.00E-189	666
k87_2976718_1	PGPT0014915_1967	91.7	206	17	0	1	618	1	206	1.10E-101	374.4
k87_2976718_2	PGPT0014920_5003	94.9	156	8	0	1	468	497	652	1.00E-72	277.7
k87_2977558_1	PGPT0002295_3074	95.2	210	10	0	1	630	289	498	2.00E-116	423.3
k87_2977558_3	PGPT0013170_13582	95.3	86	4	0	1	258	1	86	1.50E-41	173.7
k87_2979054_1	PGPT0000925_199	93.2	292	18	1	1	876	149	438	2.70E-159	566.2
k87_2979878_1	PGPT0006550_164	95.1	143	7	0	1	429	1	143	3.10E-76	289.3
k87_2980220_1	PGPT0030655_4104	92.9	42	3	0	1	126	97	138	1.00E-17	93.2
k87_2980220_7	PGPT0027700_541	94.3	210	12	0	1	630	139	348	1.10E-106	391
k87_2981178_1	PGPT0020050_4992	93.4	272	18	0	1	816	1	272	6.00E-145	518.5
k87_2981215_3	PGPT0020765_6862	90.4	178	17	0	1	534	221	398	5.40E-86	322
k87_2981889_2	PGPT0013300_1957	97.3	146	4	0	1	438	1	146	9.60E-81	304.3
k87_2982313_1	PGPT0004190_2419	91.8	207	17	0	1	621	1	207	6.30E-110	401.7
k87_2982823_1	PGPT0003790_2050	99.4	961	6	0	43	2925	1	961	0.00E+00	1950.6
k87_2982823_3	PGPT0024070_700	96.1	690	27	0	22	2091	1	690	0.00E+00	1275.8
k87_2982845_3	PGPT0000645_1176	91.2	308	27	0	1	924	188	495	1.20E-165	587.4
k87_2982931_2	PGPT0017630_4853	97	201	6	0	1	603	1	201	4.10E-106	389
k87_2983417_3	PGPT0002480_438	90	90	9	0	4	273	180	269	2.70E-41	172.6
k87_2983721_1	PGPT0020915_2286	93.5	400	26	0	1	1200	1	400	1.30E-212	743.8
k87_2983853_1	PGPT0016310_4594	100	45	0	0	1	135	1	45	7.90E-18	93.6
k87_2983853_2	PGPT0016580_363	92.5	294	22	0	1	882	1	294	5.90E-154	548.5
k87_2983853_3	PGPT0016575_700	94.6	279	15	0	1	837	17	295	1.60E-145	520.4
k87_2983857_3	PGPT0014915_888	100	99	0	0	1	297	1	99	8.50E-49	197.6
k87_2984051_2	PGPT0006685_185	94.9	253	13	0	1	759	131	383	2.50E-145	519.6
k87_2984278_1	PGPT0013635_36	92.4	132	10	0	1	396	1	132	1.30E-63	247.3
k87_2984822_1	PGPT0008185_9392	92.2	499	39	0	1	1497	50	548	1.40E-264	916.8
k87_2985683_1	PGPT0009155_687	90.1	202	20	0	1	606	11	212	1.30E-96	357.5
k87_2985683_2	PGPT0009160_720	90.9	385	34	1	1	1152	1	385	1.90E-205	719.9
k87_2985980_4	PGPT0007010_1663	96.2	157	6	0	4	474	133	289	1.30E-75	287.3
k87_2986245_1	PGPT0008815_890	95.8	259	11	0	1	777	1	259	1.10E-132	477.6
k87_2986245_3	PGPT0021475_4709	92.3	182	14	0	1	546	10	191	7.00E-89	331.6
k87_2986256_2	PGPT0014960_8465	96.2	104	4	0	1	312	84	187	3.20E-46	189.1
k87_2986913_1	PGPT0024455_242	94.8	269	14	0	1	807	1	269	2.30E-152	543.1
k87_2987234_1	PGPT0008385_1751	92.2	154	12	0	1	462	274	427	1.30E-75	287.3
k87_2987284_1	PGPT0017420_235	90	140	14	0	1	420	1	140	1.80E-68	263.5
k87_2987565_1	PGPT0013180_291	95.9	123	5	0	1	369	9	131	6.20E-65	251.5
k87_2989755_1	PGPT0008110_2196	92.4	170	13	0	1	510	1	170	3.30E-85	319.3
k87_2990144_1	PGPT0014600_4031	93.3	419	28	0	4	1260	1	419	3.10E-225	785.8
k87_2990924_1	PGPT0001530_776	90.6	276	25	1	1	828	1	275	4.90E-142	508.8
k87_2990924_2	PGPT0001540_277	98.4	304	5	0	1	912	1	304	2.90E-164	582.8
k87_2990924_3	PGPT0019515_578	95.5	398	18	0	1	1194	1	398	4.40E-213	745.3
k87_2992064_1	PGPT0015405_86	97.6	290	7	0	1	870	100	389	2.70E-155	553.1
k87_2992144_1	PGPT0020480_2306	93.7	648	41	0	1	1944	307	954	0.00E+00	1258
k87_2992395_3	PGPT0001180_652	92	75	6	0	1	225	1	75	2.60E-37	159.1
k87_2993296_2	PGPT0027920_919	90.9	330	30	0	1	990	318	647	4.00E-159	565.8
k87_2993997_2	PGPT0014641_578	94.2	154	9	0	1	462	1	154	1.30E-75	287.3
k87_2994687_1	PGPT0030690_235	95	238	12	0	1	714	1	238	2.50E-126	456.4
k87_2995146_2	PGPT0017700_1147	95.6	387	14	1	1	1161	1	384	1.20E-215	753.8
k87_2998041_1	PGPT0009515_1122	90	271	27	0	7	819	5	275	6.70E-136	488.4
k87_2998145_1	PGPT0018620_5411	91.3	115	10	0	43	387	228	342	3.10E-59	232.6
k87_2998422_6	PGPT0014570_6123	90.2	61	6	0	7	189	2	62	6.10E-24	114.4
k87_2998443_1	PGPT0000650_399	93.8	112	7	0	1	336	3	114	6.50E-53	211.5
k87_2999002_2	PGPT0001465_665	96.3	216	4	1	1	648	1	212	8.80E-115	417.9
k87_3000434_1	PGPT0022225_316	90.5	42	4	0	1	126	689	730	2.40E-11	72
k87_3000434_2	PGPT0022230_944	99.1	341	3	0	1	1023	1	341	3.00E-178	629.4
k87_3000511_2	PGPT0007580_2091	91.3	115	10	0	1	345	1	115	1.90E-52	209.9
k87_3000906_20	PGPT0015075_366	100	257	0	0	1	771	1	257	4.50E-142	508.8
k87_3000906_21	PGPT0001840_123	91.5	282	24	0	1	846	1	282	1.20E-124	451.1
k87_3000906_22	PGPT0013345_15546	98.6	222	3	0	94	759	1	222	2.50E-116	423.3
k87_3000906_23	PGPT0013350_4463	98.8	834	10	0	1	2502	1	834	0.00E+00	1464.5
k87_3000906_30	PGPT0012210_2202	98.8	160	2	0	1	480	1	160	1.20E-81	307.4
k87_3000906_31	PGPT0024430_725	99.1	351	3	0	1	1053	1	351	1.40E-199	700.3
k87_3000906_35	PGPT0022210_1731	98	204	4	0	19	630	1	204	1.70E-110	403.7
k87_3000906_37	PGPT0001390_3524	92.3	470	31	1	1	1395	1	470	1.80E-210	736.9
k87_3000906_39	PGPT0001380_274	96.4	608	19	1	1	1824	1	605	1.90E-300	1036.2
k87_3001305_2	PGPT0020225_3319	93	369	26	0	28	1134	7	375	1.20E-199	700.7
k87_3002098_2	PGPT0005005_3139	91.4	128	11	0	1	384	1	128	2.60E-66	256.1
k87_3002588_1	PGPT0001960_3023	97.1	346	10	0	1	1038	1	346	4.70E-195	685.3
k87_3002588_2	PGPT0021510_153	94.4	604	31	2	1	1803	1	604	0.00E+00	1129
k87_3002588_3	PGPT0017360_1909	92.7	206	15	0	1	618	1	206	4.80E-102	375.6
k87_3003981_1	PGPT0009460_2786	100	127	0	0	1	381	1	127	3.20E-64	249.2
k87_3003981_2	PGPT0014525_794	98.6	423	6	0	160	1428	1	423	6.70E-232	808.1
k87_3003981_4	PGPT0001372_3378	92.1	89	7	0	1	267	1	89	8.60E-40	167.5
k87_3005330_1	PGPT0001255_686	92.9	240	17	0	1	720	1	240	1.10E-129	467.6
k87_3006163_1	PGPT0016010_685	91.2	308	27	0	1	924	180	487	1.20E-152	544.3
k87_3006695_1	PGPT0026845_708	94	83	5	0	1	249	600	682	1.60E-40	169.9
k87_3006695_2	PGPT0026850_791	91.7	348	28	1	1	1044	1	347	5.50E-175	618.6
k87_3006794_2	PGPT0014685_837	92.3	155	12	0	1	465	1	155	4.60E-73	278.9
k87_3008372_1	PGPT0006075_2562	97.9	195	4	0	1	585	99	293	4.00E-106	389
k87_3008908_1	PGPT0007730_357	93	357	25	0	4	1074	25	381	9.90E-188	661
k87_3009925_1	PGPT0009420_101	98	342	7	0	1	1026	48	389	2.00E-198	696.4
k87_3010046_1	PGPT0015105_6015	98.1	158	3	0	1	474	217	374	3.10E-77	292.7
k87_3010317_1	PGPT0000895_1083	91.5	189	16	0	1	567	46	234	4.70E-91	339
k87_3011666_1	PGPT0023920_732	94.7	94	5	0	1	282	389	482	6.20E-44	181.4
k87_3014367_3	PGPT0007985_240	97.3	264	7	0	1	792	107	370	1.40E-141	507.3
k87_3014689_1	PGPT0001890_761	98.2	283	5	0	1	849	1	283	3.20E-149	532.7
k87_3016404_1	PGPT0002265_2093	97.9	48	1	0	1	144	609	656	1.30E-18	96.3
k87_3016404_3	PGPT0001400_1243	98.6	210	3	0	1	630	1	210	8.30E-102	374.8
k87_3016410_1	PGPT0020200_384	100	62	0	0	1	186	1	62	2.30E-28	129
k87_3016564_1	PGPT0025710_1087	90.8	65	6	0	1	195	1	65	2.40E-23	112.5
k87_3017052_1	PGPT0018645_1315	93.2	73	5	0	1	219	1	73	1.20E-34	150.2
k87_3017263_2	PGPT0014045_4079	92.5	107	8	0	1	321	224	330	4.00E-52	208.8
k87_3018656_3	PGPT0009295_69	91.7	168	14	0	1	504	1	168	2.80E-84	316.2
k87_3018656_6	PGPT0017425_2805	92.9	170	12	0	1	510	1	170	2.70E-87	326.2
k87_3019802_1	PGPT0017895_227	93.3	90	6	0	1	270	14	103	2.70E-41	172.6
k87_3019935_2	PGPT0007208_6098	96.1	232	9	0	1	696	69	300	2.10E-114	416.8
k87_3020191_2	PGPT0020155_811	91.1	248	22	0	10	753	8	255	3.50E-115	419.5
k87_3021598_2	PGPT0025570_172	92.2	64	5	0	1	192	36	99	3.60E-27	125.2
k87_3022113_3	PGPT0017855_2089	99.6	448	2	0	1	1344	1	448	1.50E-257	893.3
k87_3022125_4	PGPT0014960_6123	95.6	181	8	0	1	543	15	195	9.10E-89	331.3
k87_3023253_2	PGPT0018535_2140	98.8	246	3	0	1	738	31	276	5.80E-139	498.4
k87_3023586_1	PGPT0018460_758	94.6	186	10	0	1	558	1	186	3.10E-92	342.8
k87_3023586_2	PGPT0014241_434	92.8	138	10	0	1	414	32	169	2.70E-69	266.2
k87_3023610_3	PGPT0022325_1834	94	84	5	0	1	252	299	382	2.00E-38	162.9
k87_3024627_2	PGPT0008160_1264	100	43	0	0	1	129	1	43	2.20E-17	92
k87_3025974_1	PGPT0002220_859	95.4	240	11	0	1	720	1	240	2.70E-133	479.6
k87_3027098_2	PGPT0013045_2914	91.2	57	5	0	1	171	1	57	9.30E-24	113.6
k87_3027673_1	PGPT0017550_1421	93.9	330	20	0	1	990	1	330	1.50E-185	653.7
k87_3027843_2	PGPT0013530_397	97.6	41	1	0	1	123	1	41	6.30E-14	80.5
k87_3028399_1	PGPT0016655_409	98.5	271	4	0	1	813	1	271	5.80E-140	501.9
k87_3028399_2	PGPT0016660_568	98.5	274	4	0	1	822	1	274	3.70E-142	509.2
k87_3028809_3	PGPT0001875_2942	90.7	118	11	0	1	354	1	118	1.70E-56	223.4
k87_3030037_1	PGPT0013165_1813	90.5	84	7	1	1	252	1	83	8.00E-40	167.5
k87_3030037_2	PGPT0029390_573	94	250	15	0	1	750	196	445	7.80E-123	444.9
k87_3032790_3	PGPT0008880_931	91.4	163	12	1	1	483	317	479	5.50E-85	318.5
k87_3033078_2	PGPT0016590_3517	94.5	328	18	0	1	984	1	328	2.70E-168	596.3
k87_3034186_2	PGPT0021030_1628	91.5	59	5	0	7	183	1	59	1.40E-22	109.8
k87_3036674_3	PGPT0001465_311	97.2	36	1	0	1	108	916	951	2.40E-12	75.1
k87_3037159_2	PGPT0021225_1566	96.3	191	7	0	1	573	1	191	1.20E-104	384
k87_3037713_1	PGPT0018110_416	94.3	422	24	0	1	1266	428	849	7.70E-232	807.7
k87_3038152_1	PGPT0008975_114	97.2	180	5	0	1	540	1	180	9.30E-94	347.8
k87_3038152_2	PGPT0009055_200	99.6	235	1	0	1	705	1	235	9.90E-136	487.6
k87_3039264_1	PGPT0013490_2357	97.4	116	3	0	1	348	1	116	2.20E-56	223
k87_3039732_4	PGPT0020795_11196	95.3	215	10	0	1	645	1	215	1.20E-111	407.5
k87_3040936_1	PGPT0019665_1885	100	35	0	0	1	105	1	35	6.40E-15	83.6
k87_3043164_1	PGPT0003760_5068	90.9	176	16	0	1	528	1	176	1.30E-84	317.4
