Subject,Factor,Type,Pfams
PGPT0014090,crr,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;UNIVERSAL_STRESS_RESPONSE;STRESS_SIGNALLING_PROTEINS;STRESS_SIGNAL-CARBOHYDRATE_STARVATION_RESPONSE#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_GLUCOSE_PTS_SYSTEM_I#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_MALTOSE|GLUCOSE_PTS_SYSTEM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_COMPLEX_SUGAR_UTILIZATION;PLANT_DERIVED_MALTOSE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_GLYCOSIDE_UTILIZATION;PLANT_DERIVED_BETA-GLYCOSIDE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-QUORUM_SENSING_RESPONSE|BIOFILM_FORMATION;CE-OTHER_QSR|BF_RELATED_SYSTEMS;CE-QSR|BF-cAMP|CRP_SIGNALLING_PATHWAY#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-QUORUM_SENSING_RESPONSE|BIOFILM_FORMATION;CE-ENVIRONMENTAL_QSR|BF_SIGNALLING;CE-QSR|BF-CARBOHYDRATE_LIMITATION_SIGNALLING,PF00358;PF00367
PGPT0014091,malI,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_GLUCOSE_PTS_SYSTEM_I#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_MALTOSE|GLUCOSE_PTS_SYSTEM,PF00356;PF00532;PF13377;PF13407
PGPT0014095,treC,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_GLYCOSIDE_UTILIZATION;PLANT_DERIVED_GLYCOSIDE-GLYCOSIDASES|GLYCOSYLHYDROLASES#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_CELL_WALL|MEMBRANE_DEGRADATION;PLANT_DEGRADATIVE_GLYCOSIDASES|GLYCOSYLHYDROLASES;PLANT_DEGRADATIVE_GS|GH-PHOSPHOTREHALASE#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-EXOPOLYSACCHARIDE_PRODUCTION|EPS;CE-EPS-GLYCOSIDASES|GLYCOSYLHYDROLASES;CE-EPS-PHOSPHOTREHALASE,PF00128;PF14701
PGPT0014100,glvA,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_COMPLEX_SUGAR_UTILIZATION;PLANT_DERIVED_MALTOSE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_GLYCOSIDE_UTILIZATION;PLANT_DERIVED_GLYCOSIDE-GLYCOSIDASES|GLYCOSYLHYDROLASES,PF02056;PF11975
PGPT0014105,treR,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM,PF13560;PF00356;PF00532;PF13377
PGPT0014110,treR2,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM,PF00392;PF08220;PF07702
PGPT0014115,treT,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM,PF19027;PF00534;PF13692
PGPT0014120,treS,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_GLYCOSIDE_UTILIZATION;PLANT_DERIVED_GLYCOSIDE-GLYCOSIDASES|GLYCOSYLHYDROLASES#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_CELL_WALL|MEMBRANE_DEGRADATION;PLANT_DEGRADATIVE_GLYCOSIDASES|GLYCOSYLHYDROLASES;PLANT_DEGRADATIVE_GS|GH-AMYLASE#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-EXOPOLYSACCHARIDE_PRODUCTION|EPS;CE-EPS-GLYCOSIDASES|GLYCOSYLHYDROLASES;CE-EPS-AMYLASE,PF00128;PF18085;PF16657
PGPT0014125,treY|glgY,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM,PF00128;PF02922;PF11941;PF02446;PF18085
PGPT0014130,treZ|glgZ,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_GLYCOSIDE_UTILIZATION;PLANT_DERIVED_GLYCOSIDE-GLYCOSIDASES|GLYCOSYLHYDROLASES,PF00128;PF02806;PF02922
PGPT0014135,otsA,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM,PF00982
PGPT0014140,otsB,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE-HEXOSES_UTILIZATION;PLANT_DERIVED_TREHALOSE_METABOLISM,PF03633;PF03632;PF03636;PF02358
PGPT0014145,thuE,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_MALTOSE|TREHALOSE_TRANSPORT,PF00528;PF01547;PF13416
PGPT0014150,thuF|sugA,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_MALTOSE|TREHALOSE_TRANSPORT,PF00528;PF01547;PF13416
PGPT0014155,thuG|sugB,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_MALTOSE|TREHALOSE_TRANSPORT,PF00528;PF13180
PGPT0014160,malK|mtlK|thuK,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_MALTOSE|MALTODEXTRIN_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_ARABINOGALACTAN|GALACTOSE_OLIGOMER|MALTOOLIGOSACCHARIDE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_MANNITOL|SORBITOL_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_MALTOSE|TREHALOSE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_MULTIPLE_SUGAR_TRANSPORT_III#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_GLUCOSE|MANNOSE_TRANSPORT_I,PF00005;PF17912;PF03193;PF08402
PGPT0014165,treS,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_TREHALOSE_TRANSPORT,PF01547;PF13416
PGPT0014170,treT,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_TREHALOSE_TRANSPORT,PF00528
PGPT0014175,treU,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_TREHALOSE_TRANSPORT,PF00528
PGPT0014180,treV,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-TREHALOSE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_TREHALOSE_TRANSPORT,PF13304;PF00005
PGPT0014185,scrY,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-SUCROSE_METABOLSIM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_SUCROSE_TRANSPORT,PF02264
PGPT0014190,scrA|sacP|sacX|ptsS,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-SUCROSE_METABOLSIM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_CARBOHYDRATE_TRANSPORT;PLANT_DERIVED_SUCROSE_PTS_SYSTEM,PF08244;PF00251;PF00367;PF02378
PGPT0014195,sps,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-SUCROSE_METABOLSIM,PF00534;PF13439;PF13692;PF05116;PF00862
PGPT0014200,susA,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-SUCROSE_METABOLSIM,PF00534;PF13692;PF00931;PF00862;PF01582;PF13676
PGPT0014205,SPP_like,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-SUCROSE_METABOLSIM,PF06202;PF12899;PF08282;PF05116
PGPT0014210,gtfA|ycjM,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-SUCROSE_METABOLSIM,
PGPT0014215,proA,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00583;PF13673;PF13508;PF00171;PF08445
PGPT0014220,proB,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00696;PF01472
PGPT0014225,proC,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF03807;PF14748
PGPT0014230,proY,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_PROLINE_TRANSPORT,PF00324;PF13520;PF03845
PGPT0014235,lphA,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF05544
PGPT0014240,prdF,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF07883;PF12844;PF01381;PF13560;PF00376;PF13411;PF05544
PGPT0014241,argA,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF01451
PGPT0014242,argHA,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00583;PF13508;PF14698;PF00206
PGPT0014243,argAB,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00696;PF00583;PF13508
PGPT0014244,argJ,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00004;PF13173;PF13191;PF01960;PF13177;PF08542
PGPT0014245,pip|pipA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,
PGPT0014246,yobR,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00583;PF13673;PF13508;PF08445;PF12746
PGPT0014247,argO,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00583;PF13673;PF13508;PF13527;PF08445
PGPT0014248,argB1,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00696;PF04768
PGPT0014249,argB,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00696;PF01960
PGPT0014250,ocd,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF02423
PGPT0014251,argC,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF01118;PF02774
PGPT0014252,argD1,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00202
PGPT0014253,argD|pqqI,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00202;PF00185;PF02729
PGPT0014254,argE,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM,PF00696;PF01546
PGPT0014255,lhpI_1,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF02423
PGPT0014260,lhpI_2,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF02423
PGPT0014265,lhpP,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-PROLINE_METABOLISM#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_PROLINE_TRANSPORT,PF09084;PF00497
